Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
11093,"mantequilla, roble, vai...","cítrico, limón, lima","minerales, miel, piedra"
1208450,"miel, minerales, piedra","melocotón, manzana, per...","cítrico, limón, lima"
6980853,No disponible,No disponible,No disponible
1313331,"minerales, piedra, humo","cítrico, pomelo, limón","manzana, manzana verde,..."
2179038,"cítrico, piel de limón,...","minerales, humo",pera
22663,"roble, mantequilla, vai...","minerales, miel, panal ...","albaricoque, melocotón,..."
2599542,"mantequilla, roble, vai...","miel, minerales, tiza","melocotón, albaricoque,..."
87807,"albaricoque, melocotón,...","lichi, tropical, piña","miel, jengibre, petróle..."
79767,"melocotón, manzana verd...","cítrico, pomelo, limón","tropical, piña, lichi"
2799634,No disponible,No disponible,No disponible
9332035,"albaricoque, pera asiát...",cítrico,minerales
5241896,"manzana, manzana verde,...","miel, minerales, sal","almendra, jarabe de arc..."
11542994,No disponible,No disponible,No disponible
17524,"manzana, pera, melocotó...","miel, minerales, piedra","cítrico, limón, pomelo"
13144765,No disponible,No disponible,No disponible
12900116,No disponible,No disponible,No disponible
779126,"roble, vainilla, manteq...","melocotón, pera, melón","limón, cítrico, pomelo"
5458650,"minerales, humo, sílex","drupa, melocotón, pera",roble
24119,"mantequilla, roble, vai...","pera, manzana, melocotó...","miel, minerales, piedra"
12179208,No disponible,No disponible,No disponible
12170134,No disponible,No disponible,No disponible
7274914,"miel, minerales, petról...","albaricoque, melón, man...","piña, mango, tropical"
1127426,"mantequilla, roble, vai...","cítrico, pomelo, limón","minerales, tiza, sílex"
2153398,"miel, petróleo, mineral...","naranja, cítrico","melocotón, manzana, alb..."
1215304,"manzana verde, melocotó...","limón, cítrico, lima","minerales, piedra, síle..."
73267,"mantequilla, roble, vai...","manzana, pera, melocotó...","cítrico, limón, lima"
12865,"minerales, miel, piedra","cítrico, limón, lima","manzana, manzana verde,..."
1601664,"mantequilla, roble, vai...","minerales, miel, piedra","pera, manzana, manzana ..."
1221334,"melocotón, manzana, alb...","minerales, miel, piedra","cítrico, limón, lima"
1852109,"miel, minerales, petról...","melocotón, manzana, alb...","cítrico, limón, lima"
1565995,"miel, minerales, jengib...","albaricoque, manzana, m...","lichi, tropical, mango"
41454,"roble, mantequilla, vai...","manzana, melocotón, per...","minerales, miel, piedra"
13143872,No disponible,No disponible,No disponible
6509408,"lichi, fruta de la pasi...","pomelo, naranja, cítric...","melocotón, albaricoque,..."
83541,"melocotón, manzana, per...","cítrico, pomelo, limón","crema, banana, levadura"
11444745,"melocotón, albaricoque,...","brioche, sabor a nuez, ...","mantequilla, vainilla"
11121460,caramelo,,
14678,"roble, mantequilla, car...","tostada, almendra, cast...","cítrico, limón, piel de..."
6277157,"albaricoque, manzana ve...","minerales, miel, piedra","limón, lima, cítrico"
2482040,"pera, manzana verde, ma...","roble, vainilla, manteq...","limón, cítrico, pomelo"
12024134,No disponible,No disponible,No disponible
2755331,"minerales, sílex, miel","cítrico, limón, pomelo","roble, vainilla, manteq..."
2754601,"vainilla, mantequilla, ...","cítrico, limón","minerales, tiza, miel"
10895699,cítrico,,
1198703,"mantequilla, roble, vai...","crema, queso, crema de ...","minerales, miel"
4214734,"miel, minerales, piedra","albaricoque, pera, drup...","cítrico, limón, lima"
1820833,"mantequilla, roble, vai...","minerales, miel, piedra","manzana, albaricoque, m..."
1227142,"melocotón, albaricoque,...","piedra, minerales, solu...","cítrico, limón"
8646084,"melocotón, pera verde, ...","naranja, limón","mantequilla, roble"
1533415,"roble, mantequilla, car...","miel, minerales, humo","cítrico, limón, lima"
