Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
1170825,"cítrico, limón, lima","minerales, piedra, miel","manzana, manzana verde,..."
12851362,No disponible,No disponible,No disponible
1967086,"pera, manzana, manzana ...","miel, aceto balsámico, ...","bergamota, jengibre con..."
1166277,"mantequilla, roble, vai...","cítrico, limón, lima","minerales, tiza, piedra"
7088537,"pera, manzana, manzana ...","limón, cítrico, lima","minerales, sílex, piedr..."
82286,"lichi, tropical, mango","miel, jengibre, piedra","melocotón, albaricoque,..."
36474,"miel, minerales, humo","roble, vainilla, manteq...","melocotón, albaricoque,..."
2424887,"mantequilla, vainilla","manzana, melocotón",miel
1426955,"miel, minerales, humo","albaricoque, melocotón,...","limón, cítrico, naranja"
82284,"minerales, miel, petról...","manzana, albaricoque, m...","cítrico, limón, lima"
20655,"melocotón, pera, manzan...","miel, minerales, piedra","cítrico, limón, naranja"
1098891,"minerales, piedra, miel","limón, cítrico, lima","manzana, pera, melocotó..."
1153158,"melocotón, manzana, alb...","miel, minerales, piedra","limón, lima, cítrico"
1443976,"manzana, melocotón, alb...","mantequilla, roble, car...","minerales, humo, piedra"
1545890,"melocotón, melón, pera","minerales, piedra, síle...","vainilla, mantequilla, ..."
1221847,"miel, minerales, pizarr...","melocotón, albaricoque,...","cítrico, limón, naranja"
9396597,"minerales, petróleo, je...","limón, lima, cítrico","manzana, albaricoque, m..."
1159232,"manzana, melocotón, man...","mantequilla, roble, coc...","minerales, miel, piedra"
1508147,"albaricoque, manzana, p...","miel, minerales, soluci...","cítrico, naranja, pomel..."
13157214,No disponible,No disponible,No disponible
2930,"mantequilla, roble, vai...","miel, minerales, piedra","albaricoque, melocotón,..."
6663784,"minerales, miel, piedra","roble, vainilla, manteq...","manzana verde, melocotó..."
2147868,"vainilla, tabaco, mante...","manzana, melocotón, alb...","banana, queso, crema"
2974489,"minerales, piedra, síle...","roble, mantequilla","cítrico, piel de limón,..."
1542553,"manzana, albaricoque, p...","minerales, miel, Terros...","roble, mantequilla"
2702825,"minerales, piedra, síle...","cítrico, limón, lima","roble, mantequilla, vai..."
1612643,"minerales, piedra, miel","pera, manzana, albarico...","cítrico, limón, lima"
1615050,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, lima"
5341095,"mantequilla, butterscot...","crema, mantequilla sala...","minerales, piedra"
4156725,"minerales, miel, sílex","mantequilla, roble, vai...","limón, cítrico, lima"
4406127,"mantequilla, roble, vai...","melocotón, manzana, per...","limón, cítrico, lima"
85064,"limón, cítrico, lima","minerales, miel, piedra","manzana, albaricoque, m..."
1132270,"mantequilla, roble, vai...","minerales, piedra, miel","pera, melocotón, manzan..."
1428166,"roble, mantequilla, vai...","manzana, manzana verde,...","limón, cítrico, pomelo"
1445969,"naranja, cítrico, cásca...","miel, minerales, aceto ...","albaricoque, melocotón,..."
5154591,"melocotón, albaricoque,...","naranja, limón, lima","miel, piedra, minerales"
35594,"miel, minerales, piedra","mantequilla, roble, car...","manzana, melocotón, man..."
91127,"mantequilla, roble, vai...","cítrico, limón, lima","minerales, tiza, miel"
11173275,"albaricoque, manzana as...",,
99553,"roble, mantequilla, vai...","minerales, piedra, miel","melocotón, manzana, alb..."
1126521,"roble, mantequilla, vai...","manzana, melocotón, per...","cítrico, limón, lima"
6085222,"naranja, cítrico, pomel...","manzana, albaricoque, m...","miel, minerales, soluci..."
2225697,"cítrico, limón, lima","minerales, miel, petról...","manzana verde, manzana,..."
1241858,"minerales, miel, piedra","melocotón, manzana, alb...","cítrico, limón, pomelo"
11897648,No disponible,No disponible,No disponible
1186028,"nuez, sabor a nuez, alm...","manzana, pera, manzana ...","queso, levadura, crema"
1264366,"albaricoque, manzana ve...","hierba, grosella espino...","chocolate, roble, vaini..."
10731946,"pera, manzana, manzana ...","minerales, sal, piedra","piña, tropical"
7753823,"albaricoque, melocotón,...","miel, panal de abejas, ...","tropical, mango, lichi"
12864,"minerales, piedra, miel","cítrico, limón, lima","manzana verde, manzana,..."
