Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
1284318,"albaricoque, melocotón,...","roble, nuez moscada, ma...","minerales, miel, sal"
11543231,No disponible,No disponible,No disponible
1776377,"miel, minerales, petról...","cítrico, pomelo, limón","manzana, albaricoque, m..."
7601105,"manzana asada, melocotó...","roble, mantequilla, vai...","miel, minerales, hongo"
2145342,No disponible,No disponible,No disponible
11426229,"roble, vainilla, manteq...","piña, tropical","manzana, pera"
4925765,"naranja, cítrico, pomel...","manzana, melocotón, alb...","miel, jengibre, mineral..."
1698191,"minerales, humo, miel","mantequilla, roble, vai...","melocotón, pera, manzan..."
1323602,"cítrico, limón, pomelo","melocotón, manzana verd...","miel, minerales, piedra"
6104544,"minerales, miel, piedra","roble, mantequilla, vai...","melocotón, manzana, man..."
1308014,"miel, minerales, pizarr...","melocotón, albaricoque,...","cítrico, limón, naranja"
2162816,limón,minerales,crema
63804,"miel, minerales, petról...","manzana, melocotón, per...","cítrico, limón, lima"
1099419,"mantequilla, roble, vai...","manzana, melocotón, per...","minerales, miel, piedra"
1235688,"minerales, miel, piedra","limón, cítrico, lima","mantequilla, roble, car..."
10537467,No disponible,No disponible,No disponible
6251697,"minerales, miel, sílex","limón, cítrico, pomelo","melocotón, albaricoque,..."
1622554,"manzana, melón, melocot...","miel, minerales, humo","mantequilla, roble"
12613034,No disponible,No disponible,No disponible
3080816,"minerales, miel, piedra","melocotón, albaricoque,...","cítrico, limón, lima"
4819820,"roble, mantequilla, vai...","cítrico, limón, lima",minerales
2033202,"miel, minerales","manzana, melocotón",
11971644,No disponible,No disponible,No disponible
2889081,"mantequilla, roble, vai...","cítrico, pomelo, limón","albaricoque, pera, manz..."
2917651,"manzana, melocotón, per...","minerales, miel, piedra","roble, vainilla, butter..."
1153695,"minerales, miel, petról...","melocotón, albaricoque,...","cítrico, limón, lima"
1112264,"cítrico, pomelo, limón","pera, melocotón, manzan...","minerales, piedra, miel"
9125878,"pera, manzana, manzana ...","cítrico, cáscara de lim...","levadura, queso, crema"
79521,"minerales, sílex, humo","roble, mantequilla, vai...","melocotón, pera, membri..."
5051885,"cítrico, naranja, cásca...","miel, minerales, soluci...","jengibre confitado, can..."
5680165,"manzana, melocotón, per...","mantequilla, roble, but...","piedra, minerales, piza..."
12069465,No disponible,No disponible,No disponible
9392414,tropical,albaricoque,paja
1950667,"mantequilla, roble, vai...","manzana, melocotón, mem...","almendra, brioche, sabo..."
1276346,"mantequilla, roble, vai...","minerales, miel, piedra","pera, manzana, melocotó..."
73234,"roble, mantequilla, vai...","minerales, miel, piedra","cítrico, limón, lima"
1522697,"roble, mantequilla, vai...","pera, manzana, albarico...","cítrico, limón, lima"
1128096,pera,cítrico,
6196610,No disponible,No disponible,No disponible
86685,"minerales, miel, petról...","melocotón, albaricoque,...","cítrico, limón, lima"
1605392,"roble, mantequilla, vai...","minerales, piedra, síle...","manzana, manzana verde,..."
1151473,"limón, cítrico, pomelo","tostada, galleta, almen...","roble, mantequilla, vai..."
1235362,"minerales, miel, piedra","cítrico, limón, lima","manzana verde, manzana,..."
1481926,"minerales, piedra, piza...","manzana, albaricoque, m...","limón, cítrico, pomelo"
1126789,"mantequilla, roble, vai...","minerales, miel, sal","manzana, albaricoque, p..."
1474005,"manzana, pera, manzana ...","mantequilla, roble, tof...","minerales, miel, piedra"
77415,"miel, minerales, piedra","melón, melocotón blanco...","roble, vainilla, manteq..."
6520510,"pera, albaricoque, melo...","cítrico, naranja, limón","minerales, miel, piedra"
8551029,No disponible,No disponible,No disponible
16539,"Terroso, sílex, hongo","roble, vainilla, manteq...","albaricoque, nectarina,..."
