Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
6091776,"roble, mantequilla, vai...","tiza, miel, minerales","manzana verde, melocotó..."
10531530,No disponible,No disponible,No disponible
736426,"miel, piedra, panal de ...","albaricoque, drupa, mel...","naranja, mermelada, cít..."
1836068,"roble, mantequilla, vai...","miel, minerales, piedra","albaricoque, manzana, m..."
98417,"cítrico, pomelo, lima","manzana verde, albarico...","hierba, grosella espino..."
2171141,"mantequilla, vainilla, ...","cítrico, limón, pomelo","minerales, miel, piedra"
2024734,"miel, minerales, piedra","albaricoque, melocotón,...","tropical, piña, mango"
5593236,"roble, vainilla, butter...","almendra, avellana, sab...","manzana, ciruela Mirabe..."
1925467,"manzana verde, manzana,...","mantequilla, vainilla, ...","minerales, miel, Terros..."
1207485,"minerales, miel, piedra","mantequilla, roble","cítrico, limón"
10975,"melocotón, albaricoque,...","miel, minerales, piedra","roble, mantequilla, vai..."
10333990,No disponible,No disponible,No disponible
1549212,"minerales, piedra, humo","roble, mantequilla, coc...","melocotón, manzana, dru..."
84898,"cítrico, limón, lima","minerales, miel, piedra","mantequilla, roble, vai..."
1378925,"melocotón, albaricoque,...","minerales, miel, piedra","cítrico, limón, pomelo"
3384230,"roble, mantequilla, vai...","minerales, humo, sílex","cítrico, limón, lima"
1743740,"roble, mantequilla, vai...","manzana, pera, melocotó...","cítrico, limón, lima"
1533615,"manzana amarilla, pera,...","cítrico, limón, lima","miel, sílex, minerales"
1549647,"mantequilla, roble, vai...","minerales, humo, piedra","cítrico, limón, pomelo"
1152990,"cítrico, pomelo, limón",minerales,"acelga, césped recién c..."
6226139,"miel, minerales, pizarr...","piña, mango, papaya","melocotón, albaricoque,..."
6659472,"melocotón, pera, manzan...","limón, cítrico, lima","minerales, piedra, miel"
2551319,No disponible,No disponible,No disponible
2101268,"manzana, manzana verde,...","miel, minerales, jengib...","cítrico, mermelada, lim..."
11859426,No disponible,No disponible,No disponible
3257463,"minerales, miel, piedra","cítrico, limón, pomelo","manzana, manzana verde,..."
1656289,"minerales, miel, piedra","melocotón, manzana, per...","cítrico, limón, lima"
8952803,No disponible,No disponible,No disponible
1228163,"cítrico, limón, naranja","minerales, sílex, suelo...","mantequilla, vainilla, ..."
1808607,"miel, minerales, piedra","manzana, manzana verde,...","mantequilla, roble, vai..."
1222593,"miel, minerales, piedra","manzana, pera, melocotó...","limón, cítrico, naranja"
5645404,"lichi, tropical",,
86699,"minerales, piedra, humo","cítrico, limón, pomelo","manzana verde, melocotó..."
2684652,"roble, mantequilla, vai...","minerales, aceto balsám...","crema, banana"
4095342,"minerales, miel, sílex","roble, vainilla, manteq...","limón, cítrico, pomelo"
1232133,"naranja, cáscara de nar...","fresa, frambuesa, cerez...","minerales, Terroso, pie..."
1218224,"melocotón, pera, manzan...","mantequilla, roble, car...","minerales, tiza, piedra"
22322,"miel, minerales, piedra","limón, cítrico, pomelo","melocotón, albaricoque,..."
779986,"mantequilla, roble, vai...","cítrico, limón, lima","manzana, melocotón, alb..."
1271222,"roble, mantequilla, vai...","melocotón, manzana, man...","minerales, miel, humo"
3916185,"roble, vainilla, manteq...","cítrico, limón, piel de...","manzana, albaricoque"
1117171,"miel, minerales, piedra","manzana verde, pera, ma...","mantequilla, roble, vai..."
7316,"mantequilla, roble, vai...","pera, melocotón, manzan...","minerales, miel, piedra"
2206139,"miel, minerales, cera d...","melocotón, pera, manzan...","cítrico, limón, pomelo"
11274609,No disponible,No disponible,No disponible
8206229,"minerales, sílex, miel","mantequilla, roble, vai...","cítrico, limón, lima"
9543099,"cítrico, limón, pomelo","minerales, sal",manzana
7869,"roble, mantequilla, vai...","cítrico, limón, lima","pera, membrillo, manzan..."
1530399,"albaricoque, manzana, m...","mantequilla, caramelo, ...","cítrico, limón, cáscara..."
5313010,"tropical, piña, mango","roble, vainilla, manteq...","cítrico, lima, pomelo"
