Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
1661310,"cítrico, limón, naranja","roble, mantequilla, nue...","miel, sílex, minerales"
9724965,No disponible,No disponible,No disponible
1496022,"minerales, piedra, miel","albaricoque, melocotón,...","cítrico, limón, lima"
1985109,"miel, cacao, sílex","crema, aceite, queso","limón, cítrico, pomelo"
1968368,"pera, manzana amarilla,...","miel, minerales, piedra","cítrico, limón, lima"
1373709,"miel, minerales, piedra","manzana verde, melocotó...","cítrico, limón, lima"
41524,"roble, mantequilla, vai...","minerales, miel, tiza","cítrico, limón, lima"
1681829,"cítrico, pomelo, limón","mantequilla, roble, vai...","minerales, miel, humo"
3246896,"minerales, miel, humo","manzana, albaricoque, m...","cítrico, pomelo, limón"
2415343,"naranja, cítrico, manda...","miel, piedra, minerales","albaricoque, manzana, d..."
1652273,"roble, mantequilla, mas...","piña, tropical","manzana, melocotón"
2407265,"naranja, cítrico, limón","caramelo, café, tofi","almendra, azúcar morena..."
7416739,"miel, minerales, sílex","cítrico, lima, pomelo","roble, mantequilla, vai..."
41694,"cítrico, pomelo, limón","roble, vainilla, manteq...","minerales, piedra, Terr..."
11571756,No disponible,No disponible,No disponible
11679286,No disponible,No disponible,No disponible
12538794,No disponible,No disponible,No disponible
6003796,"miel, jengibre, especia...","piña, tropical, mango","albaricoque, manzana, m..."
2334554,"cítrico, limón, lima","roble, mantequilla, vai...","minerales, piedra, jeng..."
4838704,"mantequilla, roble, vai...","melocotón, pera, melón","minerales, miel, tiza"
1421632,"miel, minerales, piedra","pera, manzana, melocotó...","mantequilla, roble, car..."
10222419,"manzana, melocotón","minerales, sal, piedra","cítrico, pomelo"
9551844,"pera, manzana verde, ma...","miel, piedra, sílex","limón, cítrico, lima"
16555,"minerales, miel, humo","mantequilla, vainilla, ...","cítrico, pomelo, limón"
1188082,"cítrico, naranja, cásca...","vainilla, roble, carame...","manzana, membrillo, alb..."
12541370,No disponible,No disponible,No disponible
79534,"minerales, miel, tiza","manzana, melocotón, per...","vainilla, roble, manteq..."
4736283,"sílex, miel, minerales",cítrico,roble
1451434,"mantequilla, roble, vai...","manzana, pera, albarico...","cítrico, limón, lima"
1601653,"manzana, pera, albarico...","minerales, miel, piedra","roble, vainilla, manteq..."
2208346,"crema, aceite, banana","manzana, manzana verde,...","cítrico, limón, pomelo"
2391587,"cítrico, limón, lima","minerales, piedra, miel","albaricoque, pera, drup..."
10407740,"manzana verde, drupa, m...","minerales, miel, piedra","cítrico, limón, naranja"
79526,"melocotón, albaricoque,...","miel, minerales, piedra","roble, vainilla, manteq..."
7732582,"melocotón, manzana, alb...","limón, cítrico, naranja","cera de abejas, jengibr..."
1542998,"mantequilla, roble, vai...","manzana, melocotón, per...","minerales, miel, piedra"
1581625,"minerales, miel, humo","roble, mantequilla, vai...","cítrico, limón, pomelo"
1214231,"minerales, sal, miel","cítrico, limón, lima","mantequilla, roble, vai..."
4273456,"albaricoque, manzana ve...","cítrico, limón, pomelo","minerales, humo, miel"
10058346,"naranja, limón Meyer, c...","piedra, miel, minerales",mermelada de albaricoqu...
10244080,"cítrico, pomelo","mantequilla, roble",crema
1888649,"miel, minerales, piedra","albaricoque, manzana, m...","roble, vainilla, manteq..."
11761588,No disponible,No disponible,No disponible
1378431,"almendra, sabor a nuez,...","miel, sílex, Terroso","queso, aceite, crema"
12872241,No disponible,No disponible,No disponible
4369302,"minerales, miel, sílex","cítrico, limón, lima","crema, queso"
1691367,"roble, mantequilla, vai...","cítrico, limón, pomelo","pera, manzana, melocotó..."
1415377,"miel, minerales, piedra","mantequilla, roble, vai...","cítrico, limón, pomelo"
5014844,"fresa, sandía, cereza","naranja, cítrico, pomel...","manzana, melocotón, per..."
1684635,"mantequilla, roble, vai...","cítrico, limón, lima","minerales, miel, piedra"
