Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
82279,"albaricoque, manzana, m...","miel, minerales, piedra","cítrico, limón, naranja"
5628236,"mantequilla, roble, vai...","cítrico, pomelo, limón","minerales, miel, sílex"
3138322,"albaricoque, melocotón,...","miel, sílex, minerales","pomelo, limón, cáscara ..."
1263,"roble, mantequilla, vai...","cítrico, limón, lima","melocotón, manzana, per..."
2415206,"vainilla, mantequilla, ...","limón, cítrico, lima","crema, crema de limón"
11508527,No disponible,No disponible,No disponible
2876190,"mantequilla, roble, vai...","manzana, pera, albarico...","miel, minerales, piedra"
1554167,"mantequilla, roble, vai...","minerales, piedra, miel","cítrico, limón, pomelo"
79553,"mantequilla, roble, vai...","manzana, pera, melocotó...","minerales, piedra, miel"
1923998,"naranja, cítrico, merme...","miel, minerales, piedra","albaricoque, manzana, m..."
779988,"mantequilla, roble, vai...","miel, minerales, piedra","pera, manzana, melocotó..."
3919916,"almendra, nuez negra, h...",,
2543633,orejones de albaricoque...,"brioche, almendra, sabo...","miel, minerales"
1197480,"roble, mantequilla, vai...","cítrico, limón, pomelo","minerales, miel, piedra"
20454,"limón, cítrico, pomelo","mantequilla, roble, vai...","minerales, sal, piedra"
1800191,"minerales, sílex, miel","cítrico, limón, lima","mantequilla, roble, vai..."
2485571,"roble, caramelo, vainil...","manzana, pera, manzana ...","cítrico, limón, pomelo"
2590202,"melocotón, albaricoque,...","cítrico, limón, pomelo","miel, piedra, sílex"
2773448,"miel, minerales, piedra","manzana, melocotón, alb...","cítrico, limón, lima"
10925,"miel, minerales, piedra","melocotón, albaricoque,...","roble, mantequilla, vai..."
1643533,"minerales, miel, piedra","roble, mantequilla, vai...","pera, melocotón, manzan..."
1244026,"sabor a nuez, nuez, alm...","miel, minerales, soluci...","manzana, albaricoque, p..."
97369,"limón, cítrico, pomelo","manzana verde, melocotó...","grosella espinosa, paja"
6266434,"melocotón, albaricoque,...","limón, lima, cítrico","minerales, piedra, miel"
4965141,"naranja, cítrico, limón","fruta negra, arándano, ...","manzana, melón"
1183999,"minerales, miel, piedra","cítrico, limón, pomelo","pera, manzana, manzana ..."
81241,"almendra, sabor a nuez,...","tiza, miel",mermelada
24077,"miel, minerales, piedra","roble, mantequilla, vai...","cítrico, limón, lima"
1736263,"melocotón, manzana verd...","miel, minerales, piedra","cítrico, limón, lima"
2404081,"albaricoque, drupa, mel...","limón, cítrico, limón c...","piedra, minerales, tiza"
12851087,No disponible,No disponible,No disponible
82307,"albaricoque, pera, melo...","miel, minerales, soluci...","mermelada, naranja, pom..."
4868504,"mantequilla, vainilla, ...","melocotón, manzana, alb...","cítrico, limón"
41664,"roble, mantequilla, vai...","pera, manzana verde, ma...","cítrico, limón, lima"
8509874,No disponible,No disponible,No disponible
6093966,"manzana, pera, manzana ...","roble, mantequilla, vai...","minerales, piedra, miel"
5376608,"vainilla, roble, manteq...","almendra, mazapán, avel...","manzana, melón, melocot..."
5386788,"minerales, miel, cera","cítrico, limón, cáscara...","manzana, drupa, albaric..."
1633887,"minerales, piedra, miel","cítrico, limón, naranja","melón, manzana, albaric..."
10370434,"vainilla, roble","pera, manzana",almendra
11059,"minerales, miel, piedra","mantequilla, roble, but...","cítrico, limón, limón M..."
12405742,No disponible,No disponible,No disponible
98403,"roble, mantequilla, vai...","manzana, melocotón, alb...","miel, sílex, minerales"
24180,"cítrico, limón, pomelo","minerales, sílex, soluc...","mantequilla, vainilla, ..."
2965095,No disponible,No disponible,No disponible
1634474,"mantequilla, roble, vai...","miel, minerales, piedra","cítrico, lima, piel de ..."
1290949,"mantequilla, roble, car...","minerales, humo, miel","cítrico, limón, pomelo"
1211155,"albaricoque, melocotón,...","miel, minerales, piedra","vainilla, roble, manteq..."
2722342,"mantequilla, roble, vai...","pera, manzana, melocotó...","cítrico, limón, mandari..."
2321474,"mantequilla, roble, vai...","pera, manzana verde, al...","cítrico, limón, pomelo"
