Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
12470859,No disponible,No disponible,No disponible
12070337,No disponible,No disponible,No disponible
1105696,"minerales, miel, humo","manzana, pera, melocotó...","cítrico, limón, lima"
1968543,"pomelo, mermelada, nara...",miel,"mantequilla, coco"
1198948,"mantequilla, roble, vai...","manzana, melón, manzana...","miel, minerales, hongo"
2617028,"mantequilla, roble, vai...","manzana, pera, albarico...","cítrico, limón, lima"
37414,"minerales, miel, petról...","melocotón, albaricoque,...","cítrico, limón, lima"
6418930,"miel, minerales, humo","pera, manzana, albarico...","cítrico, pomelo, limón"
23084,"cítrico, pomelo, limón","minerales, miel, humo","manzana verde, melón, m..."
1597345,"roble, mantequilla, vai...","manzana, albaricoque, m...","crema, levadura, aceite"
2996,"mantequilla, roble, vai...","manzana, pera, melocotó...","cítrico, limón, pomelo"
3392419,"minerales, piedra, miel","mantequilla, roble, vai...","cítrico, limón, pomelo"
68324,"miel, minerales, petról...","melocotón, albaricoque,...","cítrico, limón, lima"
4025626,"cítrico, pomelo, limón","minerales, miel, piedra","melocotón, melocotón bl..."
1396403,"minerales, miel, hongo","cítrico, limón, piel de...","drupa, manzana, caqui"
1275531,"roble, mantequilla, vai...","minerales, piedra, Terr...","pomelo, cítrico, lima"
1195079,"minerales, miel, piedra","mantequilla, roble, vai...","manzana, albaricoque, p..."
84913,"mantequilla, roble, vai...","cítrico, limón, lima","manzana, pera, manzana ..."
1172339,"mantequilla, roble, vai...","cítrico, limón, piel de...","manzana, pera, albarico..."
1219668,"cítrico, pomelo, limón","manzana, melocotón, per...","crema, crema de limón"
779226,"minerales, miel, piedra","mantequilla, roble, vai...","cítrico, limón, piel de..."
1207050,"cítrico, limón, lima","minerales, sílex, miel","manzana, manzana verde,..."
779973,"roble, mantequilla, vai...","miel, minerales, piedra","melocotón, manzana, alb..."
1235228,"roble, vainilla, manteq...","albaricoque, manzana, p...","cítrico, limón, cáscara..."
1597506,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, lima"
1141107,"pera, manzana, melocotó...","miel, minerales, petról...","cítrico, limón, lima"
1814770,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, cáscara..."
1507801,"melocotón, albaricoque,...","miel, minerales, piedra","cítrico, limón, pomelo"
1201875,"minerales, Terroso, mie...","manzana, manzana verde,...","cítrico, lima, pomelo"
2425702,"mantequilla, roble, vai...","miel, minerales, humo","lima, cítrico, limón"
8521835,"minerales, hongo","cítrico, pomelo, piel d...","coco, roble, vainilla"
1178834,"naranja, cítrico, cásca...","miel, minerales, humo","albaricoque, manzana, m..."
16553,"mantequilla, roble, but...","miel, minerales","albaricoque, melón"
779225,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, limón, lima"
3311081,No disponible,No disponible,No disponible
1454373,"mantequilla, roble","cítrico, pomelo rosado","minerales, piedra"
1236464,"melocotón, manzana, man...","minerales, petróleo, qu...","piña, lichi, fruta de l..."
1591500,"roble, vainilla, manteq...","miel, Terroso, minerale...","albaricoque, manzana, p..."
9546872,"miel, minerales, soluci...","manzana, melocotón en l...","tropical, mango, piña"
1187458,"minerales, piedra, miel","roble, mantequilla, vai...","manzana, manzana verde,..."
1133231,"pera, manzana, melocotó...","miel, minerales, piedra","roble, mantequilla, vai..."
1396952,"melocotón, albaricoque,...","miel, minerales, jengib...","naranja, cítrico, piel ..."
75200,"minerales, miel, petról...","melocotón, manzana, alb...","limón, cítrico, piel de..."
1523897,"queso, aceite, levadura","cítrico, limón, naranja","Terroso, miel, minerale..."
2410111,"roble, mantequilla, vai...","pera, melocotón, manzan...","miel, minerales, piedra"
1208731,"roble, vainilla, manteq...","melocotón, manzana, alb...","miel, minerales, sílex"
4561282,"miel, minerales, piedra","pera, manzana, manzana ...","cítrico, limón, lima"
7273,"mantequilla, roble, vai...","manzana, melocotón, per...","miel, minerales, piedra"
1198645,"mantequilla, roble, vai...","cítrico, limón, lima","pera, melocotón, manzan..."
1524344,"naranja, cáscara de nar...","miel, minerales, cera","albaricoque, melocotón,..."
