Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
2738949,"melocotón, pera, manzan...","minerales, humo, piedra","cáscara de limón, piel ..."
1552117,"ciruela amarilla, manza...","roble, mantequilla, vai...","mango, guayaba, kiwi"
1217014,"roble, vainilla","limón, cítrico, pomelo","queso, pan tostado"
7463259,"roble, mantequilla, vai...","manzana, pera, manzana ...","minerales, piedra, síle..."
1133302,"minerales, miel, sílex","mantequilla, roble, vai...","cítrico, limón, lima"
2874975,No disponible,No disponible,No disponible
779231,"mantequilla, roble",crema,"cítrico, limón, lima"
4763050,"minerales, piedra, tiza","cítrico, limón, lima","roble, mantequilla, vai..."
1532242,"roble, mantequilla, vai...","minerales, miel, piedra","manzana, melocotón, per..."
11235,"roble, mantequilla, vai...","pera, manzana, melocotó...","cítrico, limón, pomelo"
7389094,"piedra, miel, minerales","roble, caramelo","cítrico, cáscara de lim..."
1167236,"cítrico, limón, pomelo","mantequilla, roble, vai...","minerales, tiza, piedra"
1631291,"roble, mantequilla, vai...","miel, minerales, piedra","pera, albaricoque, melo..."
1885214,"mantequilla, roble, vai...","miel, minerales, hongo","cítrico, limón, pomelo"
11901927,No disponible,No disponible,No disponible
77507,"albaricoque, melocotón,...","minerales, miel, jengib...","vainilla, mantequilla, ..."
3982194,"tropical, fruta de la p...","albaricoque, nectarina,...",miel
1574901,"albaricoque, manzana, p...","almendra, avellana","cuero, solución salina,..."
2443877,"melocotón, manzana, per...","miel, minerales, piedra","cítrico, limón, lima"
1223714,"roble, mantequilla, vai...","minerales, miel, sílex","cítrico, limón, lima"
68354,"miel, minerales, petról...","melocotón, albaricoque,...","limón, cítrico, lima"
1805818,"naranja, limón, cáscara...","minerales, humo, cera","albaricoque, melón cant..."
7430729,"minerales, aceto balsám...","albaricoque, manzana as...","tropical, piña"
1606721,No disponible,No disponible,No disponible
5251566,"roble, mantequilla, vai...","minerales, sílex, humo","pera, albaricoque, manz..."
1404887,"miel, minerales, sílex","limón, cítrico, pomelo","pera, manzana verde, me..."
1153155,"minerales, miel, petról...","melocotón, manzana, alb...","lima, limón, cítrico"
9995438,"tiza, minerales",limón,manzanilla
1702303,"melocotón, albaricoque,...","miel, minerales, piedra","cítrico, limón, lima"
1759897,"mantequilla, roble, but...","miel, minerales, Terros...","albaricoque, pera, manz..."
10904698,No disponible,No disponible,No disponible
11498731,"limón, cáscara de limón...","mantequilla, roble","manzana verde, pera"
1594560,"mantequilla, roble, vai...","cítrico, limón, pomelo","miel, minerales, piedra"
75378,"mantequilla, roble, vai...","miel, minerales, piedra","melocotón, pera, albari..."
84482,"minerales, piedra, miel","cítrico, limón, lima","albaricoque, pera, manz..."
1945087,"manzana, pera, melón","miel, minerales, sal","cítrico, lima, pomelo"
1676983,"minerales, miel, piedra","cítrico, limón, lima","manzana verde, manzana,..."
12992959,No disponible,No disponible,No disponible
20639,"miel, minerales, cera d...","melocotón, albaricoque,...","mantequilla, roble, vai..."
9721300,"miel, minerales",manzana verde,cítrico
1201970,"roble, vainilla, manteq...","minerales, sal, humo","cítrico, limón, piel de..."
11677393,No disponible,No disponible,No disponible
9394541,No disponible,No disponible,No disponible
1391892,"limón, cítrico, lima","roble, mantequilla, vai...","manzana, pera, albarico..."
1318067,"mantequilla, roble, vai...","minerales, miel, piedra","cítrico, pomelo, limón"
9767458,"mantequilla, roble, vai...",tropical,cítrico
4212189,"piedra, minerales, Terr...","roble, mantequilla, but...","drupa, melocotón, pera"
3496943,No disponible,No disponible,No disponible
8900738,"miel, sílex, minerales","albaricoque, caqui, mel...","mermelada, cítrico, lim..."
1235876,"miel, minerales, piedra","melocotón, albaricoque,...","roble, mantequilla, vai..."
