Wine_ID,Taste_Note_1,Taste_Note_2,Taste_Note_3
1531985,"mantequilla, roble, vai...","manzana, melocotón, man...","minerales, miel, piedra"
7663927,"miel, solución salina","roble, vainilla",avellana
1583054,"roble, mantequilla, vai...","melocotón, albaricoque,...","miel, minerales, sílex"
1427149,"naranja, cítrico, pomel...","tropical, mango, fruta ...","melocotón, albaricoque,..."
5084353,"roble, vainilla, manteq...","tropical, mango, piña a...","cítrico, limón, lima"
11543002,"melocotón, pera",minerales,crema
1873145,"fresa, frutos rojos, ce...","naranja, cítrico, pomel...","pimienta, canela, regal..."
1999789,"mantequilla, roble, vai...","limón, cítrico, lima","miel, minerales, Terros..."
1107287,"mantequilla, roble, vai...","manzana, albaricoque, m...","minerales, miel, piedra"
11036,"roble, mantequilla, vai...","cítrico, limón, lima","minerales, miel, piedra"
86691,"miel, minerales, piedra","albaricoque, melocotón,...","cítrico, limón, lima"
6002297,queso,vainilla,
2641566,"miel, petróleo, sílex","manzana, albaricoque, m...","caramelo, roble, masas ..."
1805428,"roble, mantequilla, vai...","cítrico, piel de cítric...",crema
1285507,"mantequilla, roble, vai...","cítrico, limón, lima","minerales, miel, soluci..."
7469217,"minerales, miel, piedra","cítrico, lima, limón","pera, manzana, albarico..."
3891566,"roble, mantequilla, vai...","minerales, miel, piedra","manzana, melocotón, dru..."
9841550,"cítrico, pomelo, limón","roble, vainilla, manteq...","minerales, sílex, cuero"
2080525,"drupa, albaricoque, mel...","piedra, miel, hongo","mantequilla, vainilla"
8047228,"petróleo, miel, mineral...","manzana, melocotón, per...","cítrico, limón, piel de..."
1607424,"manzana, albaricoque, m...","minerales, miel, piedra","limón, cítrico, pomelo"
1483541,"albaricoque, pera, melo...","roble, mantequilla, vai...","miel, minerales"
79638,"roble, mantequilla, but...","cítrico, pomelo, limón","minerales, miel, sílex"
1191381,"melocotón, pera, albari...","miel, minerales, piedra","cítrico, limón, lima"
3295816,"miel, minerales, piedra","albaricoque, melocotón,...","naranja, cítrico, limón"
5418292,"vainilla, roble, carame...","melocotón, albaricoque,...","limón, cítrico, lima"
1185870,"minerales, Terroso, mie...","cítrico, cáscara de lim...","mantequilla, roble"
1914339,"melocotón, manzana, alb...","piedra, minerales, petr...","cítrico, limón, lima"
1542264,"roble, mantequilla, caf...","minerales, tiza, ceniza","limón, cítrico, pomelo"
1318318,"albaricoque, melocotón,...","miel, minerales, piedra","roble, vainilla, manteq..."
1168870,"vainilla, roble, manteq...","pera, manzana, melocotó...","minerales, miel, piedra"
1128539,"miel, minerales, humo","mantequilla, roble, vai...","cítrico, limón, pomelo"
87850,"mantequilla, roble, vai...","manzana, manzana verde,...","minerales, sílex, petró..."
12678964,No disponible,No disponible,No disponible
9950191,"eucalipto, tomillo",tropical,cítrico
1394619,"mantequilla, roble, vai...","miel, minerales, Terros...","cítrico, limón, pomelo"
1229689,"roble, mantequilla, vai...","cítrico, limón, lima","minerales, miel, piedra"
1607644,"roble, mantequilla, vai...","minerales, miel, pizarr...","cítrico, limón, cáscara..."
6383257,"naranja, limón, pomelo","manzana, manzana verde,...","roble, vainilla, manteq..."
1128540,"roble, mantequilla, vai...","miel, minerales, piedra","cítrico, pomelo, piel d..."
2215697,"miel, minerales, jengib...","melocotón, albaricoque,...","limón, cítrico, naranja"
7775183,paja,,
1173806,"roble, vainilla, manteq...","pera, manzana, melocotó...","cítrico, limón, lima"
2276102,"miel, minerales, piedra","roble, mantequilla, vai...","cítrico, limón, pomelo"
780009,"minerales, miel, piedra","mantequilla, roble, vai...","cítrico, limón, lima"
9895558,"pomelo, limón, lima","minerales, piedra, miel","manzana verde, pera, ma..."
3903476,"pera, manzana, manzana ...","cítrico, naranja roja, ...","mantequilla, roble"
15904,"melocotón, pera, albari...","minerales, piedra, miel","cítrico, pomelo, limón"
100492,"miel, minerales, piedra","albaricoque, manzana, m...","naranja, cítrico, limón"
1846464,"roble, mantequilla, vai...","manzana, pera, ciruela ...","miel, humo, piedra"
1739166,"roble, mantequilla, vai...","minerales, miel, humo","cítrico, limón, pomelo"
13971,"miel, minerales, piedra","manzana, pera, albarico...","cítrico, limón, naranja"
12501380,No disponible,No disponible,No disponible
1153150,"miel, minerales, piedra","manzana, melocotón, alb...","cítrico, pomelo, lima"
6904768,"roble, vainilla",tropical,cítrico
1969055,"mantequilla, roble","minerales, Terroso","queso, levadura"
1127429,"roble, mantequilla, vai...","cítrico, limón, lima","minerales, piedra, miel"
1317954,"minerales, piedra, miel","melocotón, manzana, per...","cítrico, limón, lima"
5722011,"albaricoque, melocotón,...","minerales, miel, petról...","roble, vainilla, manteq..."
3699112,"cítrico, limón, mermela...",crema,"minerales, humo"
10244079,No disponible,No disponible,No disponible
5953265,"cítrico, limón, lima","minerales, piedra, tiza","manzana verde, pera, ma..."
1109766,"cítrico, limón, pomelo","melocotón, albaricoque,...","roble, vainilla, manteq..."
5328800,"melocotón, pera, manzan...","roble, vainilla, manteq...","minerales, humo, grafit..."
1174531,"miel, minerales, piedra","manzana, manzana verde,...","cítrico, limón, lima"
79529,"mantequilla, roble, vai...","cítrico, cáscara de lim...","minerales, tiza, miel"
1206194,"minerales, miel, piedra","manzana, pera, albarico...","cítrico, limón, naranja"
2149320,"roble, vainilla, manteq...","cítrico, pomelo, limón","miel, minerales, piedra"
12319077,No disponible,No disponible,No disponible
6056793,"minerales, miel, petról...","cítrico, pomelo, lima","manzana, manzana verde,..."
5745097,"melocotón, manzana, alb...","cítrico, limón, lima","minerales, piedra, tiza"
89061,"minerales, miel, petról...","manzana, melocotón, per...","cítrico, limón, pomelo"
4896135,"manzana, melocotón, mel...","minerales, humo, sílex","mantequilla, roble, but..."
10781053,"mantequilla, eneldo, ro...","albaricoque, melocotón ...","hierbas verdes, mentol"
1635303,"roble, mantequilla, vai...","albaricoque, drupa, man...","piedra, minerales, miel"
3129436,"melocotón, manzana verd...","cítrico, limón, lima","roble, mantequilla, vai..."
7210168,"mantequilla, roble",cítrico,crema
5060706,"caramelo, mantequilla, ...","manzana verde, pera, ma...",avellana
1102094,"roble, mantequilla, vai...","minerales, miel, piedra","pera, manzana, melocotó..."
2581810,"miel, minerales, piedra","melocotón, albaricoque,...","cítrico, limón, lima"
82281,"miel, minerales, piedra","albaricoque, melocotón,...","cítrico, limón, lima"
3419107,"cítrico, limón, naranja","manzana, pera, manzana ...","minerales, piedra, solu..."
1128113,"minerales, solución sal...","mantequilla, roble, vai...","cítrico, limón, piel de..."
74348,"cítrico, pomelo, limón","miel, minerales, piedra","melocotón, manzana verd..."
3985168,"minerales, miel, piedra","roble, mantequilla, vai...","pera, manzana, melocotó..."
11921858,No disponible,No disponible,No disponible
43794,"miel, minerales, sílex","manzana verde, manzana,...","cítrico, limón, cáscara..."
7542525,No disponible,No disponible,No disponible
2658912,No disponible,No disponible,No disponible
86698,"minerales, miel, humo","cítrico, lima, pomelo","manzana, manzana verde,..."
1179699,"minerales, miel, Terros...","roble, vainilla, manteq...","manzana verde, pera, me..."
10443673,"roble, vainilla, manteq...","pera, manzana, albarico...","minerales, piedra"
1493197,"minerales, miel, petról...","melocotón, manzana, dru...","tropical, piña, lichi"
2927,"mantequilla, roble, vai...","melocotón, manzana, alb...","miel, piedra, minerales"
5839598,"melocotón blanco, manza...","mantequilla, roble, vai...","limón, cítrico, pomelo"
1186029,"manzana verde, manzana,...","minerales, humo, soluci...","queso, levadura, crema"
1383179,"naranja, cítrico","albaricoque, manzana, m...","Terroso, minerales, cer..."
6085355,naranja,miel,roble
1102095,"mantequilla, roble, vai...","pera, manzana, melocotó...","minerales, miel, humo"
1197479,"miel, minerales, piedra","cítrico, limón, pomelo","melocotón, manzana, per..."
